1,1.00166,1.83611
2,1.00166,198.164
3,1.00166,100.167
4,1.00166,21.5023
5,1.00166,-47.1622
6,1.00166,296.161
1,2.01093,3.61012
2,2.01093,196.39
3,2.01093,100.412
4,2.01093,22.9704
5,2.01093,-44.379
6,2.01093,292.368
1,3.01111,5.50756
2,3.01111,194.492
3,3.01111,100.515
4,3.01111,24.509
5,3.01477,-41.4737
6,3.01477,288.459
1,4.02565,7.49453
2,4.02565,192.505
3,4.02565,100.557
4,4.02565,26.107
5,4.0269,-38.477
6,4.0269,284.45
1,5.03035,9.50234
2,5.03035,190.498
3,5.03035,100.558
4,5.03035,27.7135
5,5.03069,-35.4664
6,5.02705,280.447
1,6.02405,11.5087
2,6.02405,188.491
3,6.02405,100.539
4,6.02405,29.3148
5,6.02405,-32.4671
6,6.0228,276.447
1,7.02847,13.531
2,7.02847,186.469
3,7.02847,100.526
4,7.02483,30.9259
5,7.02471,-29.4487
6,7.02437,272.425
1,8.01852,15.5364
2,8.01852,184.464
3,8.01852,100.501
4,8.02092,32.5319
5,8.02075,-26.44
6,8.02076,268.419
1,9.0254,17.5619
2,9.0254,182.438
3,9.0254,100.489
4,9.02631,34.1484
5,9.02613,-23.4109
6,9.02627,264.384
1,10.0274,19.581
2,10.0274,180.419
3,10.0274,100.474
4,10.0277,35.7599
5,10.0275,-20.3912
6,10.0277,260.363
1,11.013,21.5778
2,11.013,178.422
3,11.013,100.448
4,11.0131,37.352
5,11.0129,-17.4092
6,11.0131,256.396
1,12.011,23.5896
2,12.011,176.41
3,12.011,100.433
4,12.0111,38.9582
5,12.0109,-14.3996
6,12.0148,252.376
1,13.021,25.6167
2,13.021,174.383
3,13.021,100.425
4,13.0174,40.574
5,13.0173,-11.3711
6,13.0187,248.349
1,14.0097,27.6144
2,14.0134,172.381
3,14.0134,100.407
4,14.0121,42.1754
5,14.012,-8.37049
6,14.0125,244.357
1,15.02,29.6409
2,15.0212,170.357
3,15.0212,100.4
4,15.0209,43.7936
5,15.0171,-5.34594
6,15.0173,240.328
1,16.0051,31.6321
2,16.0055,168.367
3,16.0055,100.378
4,16.0055,45.3817
5,16.0041,-2.36535
6,16.0078,236.349
1,17.0105,33.6507
2,17.0105,166.349
3,17.0105,100.37
4,17.0106,46.9948
5,17.0101,0.660303
6,17.0114,232.325
1,18.0196,35.6746
2,18.0195,164.325
3,18.0195,100.364
4,18.0196,48.6126
5,18.0195,3.69383
6,18.0198,228.285
1,19.0226,37.6895
2,19.0224,162.311
3,19.0224,100.355
4,19.019,50.2181
5,19.0189,6.70304
6,19.0189,224.278
1,20.016,39.69
2,20.0158,160.31
3,20.0158,100.342
4,20.0147,51.8187
5,20.0147,9.70279
6,20.0146,220.283
1,21.0206,41.7064
2,21.0204,158.294
3,21.0204,100.335
4,21.0202,53.4315
5,21.0202,12.7259
6,21.0201,216.254
1,22.0219,43.7177
2,22.0217,156.282
3,22.0217,100.326
4,22.0218,55.0393
5,22.0219,15.7394
6,22.0181,212.252
1,23.0147,45.7158
2,23.0146,154.284
3,23.0146,100.313
4,23.0148,56.6355
5,23.0148,18.7308
6,23.0134,208.259
1,24.0191,47.731
2,24.0189,152.269
3,24.0153,100.305
4,24.0156,58.2416
5,24.0156,21.7412
6,24.0151,204.245
1,25.0022,49.7132
2,25.0021,150.287
3,25.0044,100.292
4,25.0047,59.8321
5,25.0047,24.7217
6,25.0045,200.274
1,26.0213,51.7505
2,26.0212,148.25
3,26.0185,100.291
4,26.0188,61.4553
5,26.0188,27.7652
6,26.0187,196.216
1,27.0027,53.729
2,27.0026,146.271
3,27.0016,100.276
4,27.0019,63.0373
5,27.0019,30.7296
6,27.0019,192.269
1,27.9957,55.725
2,27.9956,144.275
3,27.9953,100.266
4,27.9956,64.633
5,27.9956,33.7203
6,27.9956,188.284
1,28.9932,57.7276
2,28.993,142.273
3,28.993,100.259
4,28.9933,66.2339
5,28.9933,36.7211
6,28.9933,184.286
1,29.9923,59.7326
2,29.9922,140.267
3,29.9923,100.252
4,29.9925,67.8367
5,29.9926,39.7255
6,29.9926,180.282
1,30.9921,61.7385
2,30.992,138.262
3,30.9921,100.246
4,30.9924,69.4402
5,30.9924,42.7312
6,30.996,176.263
1,31.9958,63.7504
2,31.9957,136.25
3,31.9958,100.241
4,31.9961,71.0488
5,31.9961,45.7468
6,31.9974,172.252
1,32.9936,65.7526
2,32.9935,134.248
3,32.9936,100.235
4,32.9938,72.6493
5,32.9939,48.7468
6,32.9943,168.258
1,33.9965,67.763
2,33.9964,132.237
3,33.9965,100.23
4,33.9968,74.2567
5,33.9968,51.7601
6,33.9969,164.243
1,34.994,69.7643
2,34.9939,130.236
3,34.994,100.224
4,34.9942,75.8565
5,34.9943,54.759
6,34.9942,160.247
1,35.9931,71.7682
2,35.993,128.232
3,35.9932,100.218
4,35.9934,77.4585
5,35.9934,57.762
6,35.9933,156.245
1,36.9929,73.7729
2,36.9965,126.221
3,36.9966,100.214
4,36.9968,79.0663
5,36.9968,60.7762
6,36.9967,152.227
1,37.9929,75.7779
2,37.9942,124.22
3,37.9943,100.208
4,37.9981,80.6712
5,37.9982,63.7847
6,37.998,148.217
1,39.0113,77.8135
2,39.008,122.192
3,39.0081,100.208
4,39.0096,82.2902
5,39.0096,66.8203
6,39.0095,144.17
1,39.9997,79.799
2,39.9984,120.203
3,39.9985,100.2
4,40.0028,83.8836
5,40.0028,69.8069
6,40.0027,140.191
1,41.0137,81.8271
2,41.0095,118.18
3,41.0096,100.199
4,41.0112,85.4982
5,41.0112,72.8341
6,41.0111,136.155
1,42.0041,83.8156
2,42.0025,116.187
3,42.0026,100.192
4,42.0032,87.0897
5,42.0032,75.8172
6,42.0031,132.18
1,43.015,85.8386
2,43.0145,114.162
3,43.0146,100.191
4,43.0147,88.7088
5,43.0148,78.8529
6,43.0146,128.133
1,44.0189,87.8497
2,44.0187,112.151
3,44.0188,100.188
4,44.0188,90.3173
5,44.0188,81.8685
6,44.0187,124.113
1,45.0128,89.8454
2,45.0127,110.156
3,45.0128,100.182
4,45.0128,91.9094
5,45.0128,84.8564
6,45.0127,120.131
1,46.0103,91.8593
2,46.0103,108.156
3,46.0104,100.177
4,46.0104,93.4954
5,46.0104,87.854
6,46.0103,116.136
1,47.0165,93.9342
2,47.0165,106.142
3,47.0166,100.175
4,47.0166,95.051
5,47.0166,90.875
6,47.0165,112.109
1,48.0186,96.0502
2,48.0186,104.134
3,48.0187,100.171
4,48.0186,96.5566
5,48.0187,93.8873
6,48.0186,108.097
1,49.0227,97.9887
2,49.0227,102.123
3,49.0228,100.169
4,49.0228,98.0958
5,49.0228,97.0476
6,49.0227,104.073
1,50.042,99.9626
2,50.042,100.084
3,50.0421,100.167
4,50.0421,99.8881
5,50.0421,100.012
6,50.042,99.9996
1,51.5476,103.467
2,51.5477,95.8933
3,51.5478,100.801
4,51.5477,102.467
5,52.559,106.92
6,52.5586,90.5785
1,52.1971,105.451
2,52.1971,94.418
3,52.1972,100.476
4,52.1972,103.752
5,53.5892,109.747
6,53.5886,86.7227
1,53.0485,106.998
2,53.052,93.8537
3,53.0521,100.147
4,53.052,105.059
5,54.5804,112.468
6,54.5797,83.0125
1,54.0098,108.009
2,54.011,92.0356
3,54.0111,100.131
4,54.0111,106.501
5,54.2477,112.502
6,55.6096,79.1567
1,54.9952,109.914
2,54.9956,90.1051
3,54.9957,100.131
4,54.9956,107.995
5,55.0826,115.087
6,56.6396,75.301
1,55.9898,111.882
2,55.9899,88.1309
3,55.99,100.13
4,55.9899,109.541
5,56.0266,117.939
6,57.6695,71.4452
1,56.9844,113.859
2,56.9844,86.1453
3,56.9845,100.127
4,56.9845,111.115
5,57.0021,120.874
6,57.1591,71.5883
1,57.9723,115.833
2,57.9722,84.1676
3,57.9723,100.122
4,57.9722,112.69
5,57.9825,123.822
6,58.0419,67.9775
1,58.9819,117.85
2,58.9818,82.1488
3,58.9819,100.122
4,58.9819,114.303
5,58.9893,126.844
6,59.0125,64.0798
1,59.9858,119.858
2,59.9857,80.1398
3,59.9857,100.12
4,59.9857,115.909
5,59.992,129.854
6,60.0015,60.1178
1,60.9874,121.863
2,60.9873,78.1346
3,60.9874,100.118
4,60.9873,117.512
5,60.9932,132.86
6,60.9973,56.1307
1,61.9881,123.867
2,61.9881,76.1308
3,61.9881,100.115
4,61.9881,119.115
5,61.9937,135.864
6,61.9958,52.1338
1,62.9886,125.87
2,62.9885,74.1277
3,62.9886,100.113
4,62.9885,120.717
5,62.9939,138.868
6,62.9953,48.1332
1,63.9889,127.873
2,63.9888,72.1249
3,63.9889,100.111
4,63.9889,122.319
5,63.9941,141.871
6,63.9952,44.1312
1,64.9892,129.876
2,64.9891,70.1221
3,64.9892,100.108
4,64.9891,123.92
5,64.9943,144.873
6,64.9952,40.1287
1,65.9894,131.878
2,65.9893,68.1195
3,65.9894,100.106
4,65.9894,125.522
5,65.9944,147.876
6,65.9953,36.1261
1,66.9896,133.881
