2,66.9896,66.117
3,66.9896,100.104
4,66.9896,127.124
5,66.9945,150.879
6,66.9953,32.1235
1,67.9899,135.883
2,67.9898,64.1145
3,67.9898,100.101
4,67.9898,128.725
5,67.9946,153.881
6,67.9954,28.1208
1,68.9901,137.886
2,68.99,62.1121
3,68.9901,100.099
4,68.99,130.327
5,68.9913,156.874
6,68.992,24.1317
1,69.9729,139.856
2,69.9728,60.1419
3,69.9729,100.094
4,69.9729,131.902
5,69.9761,159.833
6,69.9768,20.188
1,70.9668,141.847
2,70.9667,58.1514
3,70.9668,100.092
4,70.9667,133.494
5,70.9742,162.83
6,70.9749,16.1934
1,71.9684,143.851
2,71.9683,56.1467
3,71.9684,100.09
4,71.9683,135.098
5,71.9738,165.83
6,71.9745,12.193
1,72.9659,145.848
2,72.9658,54.1497
3,72.9659,100.088
4,72.9658,136.695
5,72.9705,168.823
6,72.9711,8.20409
1,73.9653,147.849
2,73.9653,52.149
3,73.9653,100.086
4,73.9653,138.295
5,73.9696,171.822
6,73.9702,4.2058
1,74.9656,149.851
2,74.9655,50.1469
3,74.9655,100.084
4,74.9655,139.896
5,74.9696,174.824
6,74.9702,0.203956
1,75.9661,151.854
2,75.966,48.1444
3,75.966,100.082
4,75.966,141.498
5,75.97,177.827
6,75.9706,-3.79919
1,76.9666,153.857
2,76.9666,46.1417
3,76.9666,100.081
4,76.9701,143.105
5,76.974,180.84
6,76.9746,-7.81647
1,77.9778,155.879
2,77.9777,44.1192
3,77.9778,100.081
4,77.979,144.72
5,77.9829,183.867
6,77.9835,-11.8526
1,78.9717,157.869
2,78.9752,42.1225
3,78.9752,100.079
4,78.9756,146.316
5,78.9794,186.859
6,78.98,-15.8406
1,79.9874,159.9
2,79.9886,40.0957
3,79.9886,100.079
4,79.9887,147.937
5,79.9925,189.898
6,79.9931,-19.8929
1,80.9899,161.906
2,80.9902,38.0911
3,80.9903,100.077
4,80.9902,149.54
5,80.9939,192.904
6,80.9945,-23.9002
1,81.9945,163.917
2,81.9945,36.0815
3,81.9945,100.076
4,81.9909,151.142
5,81.9946,195.907
6,81.9951,-27.9042
1,82.9787,165.888
2,82.9786,34.1101
3,82.9822,100.073
4,82.9808,152.727
5,82.9842,198.879
6,82.9848,-31.8658
1,83.9765,167.886
2,83.9799,32.1061
3,83.9812,100.071
4,83.9807,154.328
5,83.9841,201.88
6,83.9847,-35.8668
1,84.9901,169.913
2,84.9912,30.0833
3,84.9917,100.071
4,84.9915,155.946
5,84.9914,204.903
6,84.9919,-39.8963
1,85.9848,171.904
2,85.985,28.0937
3,85.9852,100.069
4,85.9851,157.537
5,85.9871,207.892
6,85.9912,-43.895
1,86.9935,173.922
2,86.9935,26.0763
3,86.9935,100.068
4,86.9934,159.15
5,86.9963,210.92
6,86.9981,-47.9234
1,87.9969,175.93
2,87.9932,24.0755
3,87.9931,100.067
4,87.9931,160.751
5,87.9962,213.921
6,87.9972,-51.9213
1,88.9806,177.9
2,88.9791,22.1011
3,88.979,100.064
4,88.979,162.33
5,88.9821,216.882
6,88.9827,-55.8662
1,89.9782,179.897
2,89.9776,20.1027
3,89.9775,100.062
4,89.9775,163.928
5,89.9806,219.879
6,89.981,-59.8611
1,90.9776,181.897
2,90.9773,18.1021
3,90.9772,100.061
4,90.9772,165.528
5,90.9802,222.879
6,90.9806,-63.8608
1,91.9741,183.892
2,91.9739,16.1073
3,91.9738,100.059
4,91.9738,167.124
5,91.9768,225.87
6,91.9772,-67.8486
1,92.9731,185.891
2,92.973,14.108
3,92.9729,100.058
4,92.9729,168.723
5,92.9758,228.869
6,92.9761,-71.8458
1,93.9766,187.899
2,93.9765,12.1002
3,93.9764,100.057
4,93.9764,170.329
5,93.9792,231.88
6,93.9796,-75.8605
1,94.9782,189.903
2,94.9745,10.1028
3,94.9745,100.056
4,94.9745,171.927
5,94.9772,234.875
6,94.9776,-79.8539
1,95.9755,191.899
2,95.9741,8.10257
3,95.9776,100.055
4,95.9776,173.532
5,95.9803,237.885
6,95.9807,-83.8671
1,96.9784,193.905
2,96.9778,6.09441
3,96.9791,100.054
4,96.979,175.135
5,96.9817,240.891
6,96.9821,-87.8737
1,97.9797,195.909
2,97.9795,4.09019
3,97.9799,100.053
4,97.9798,176.737
5,97.9825,243.894
6,97.9864,-91.8917
1,98.9876,197.925
2,98.9875,2.07383
3,98.9875,100.053
4,98.9875,178.35
5,98.9866,246.907
6,98.9882,-95.8998
